Age,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Gender_Male,EducationBackground_Life Sciences,EducationBackground_Marketing,EducationBackground_Medical,EducationBackground_Other,EducationBackground_Technical Degree,MaritalStatus_Married,MaritalStatus_Single,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Human Resources,EmpDepartment_Research & Development,EmpDepartment_Sales,EmpJobRole_Data Scientist,EmpJobRole_Delivery Manager,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Healthcare Representative,EmpJobRole_Human Resources,EmpJobRole_Laboratory Technician,EmpJobRole_Manager,EmpJobRole_Manager R&D,EmpJobRole_Manufacturing Director,EmpJobRole_Research Director,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,EmpJobRole_Sales Representative,EmpJobRole_Senior Developer,EmpJobRole_Senior Manager R&D,EmpJobRole_Technical Architect,EmpJobRole_Technical Lead,BusinessTravelFrequency_Travel_Frequently,BusinessTravelFrequency_Travel_Rarely,OverTime_Yes,Attrition_Yes,PerformanceRating
45,2,3,2,95,2,1,3,1.0,14,4,1.0,3.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46,2,3,3,69,3,4,1,8.0,23,1,28.0,2.0,3,20.5,14.5,7.5,9.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
33,15,1,2,56,3,3,3,7.0,12,4,15.0,2.0,4,7.0,6.0,7.0,7.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
46,15,2,4,52,3,5,2,5.0,11,1,25.0,2.0,3,4.0,2.0,0.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
46,1,3,3,40,2,3,1,2.0,13,3,21.0,4.5,2,10.0,9.0,7.5,5.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
28,26,3,3,48,2,2,1,1.0,11,3,5.0,0.5,3,5.0,3.0,0.0,4.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,1,5,3,94,3,3,2,1.0,13,1,10.0,3.0,3,10.0,8.0,0.0,6.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
51,2,3,4,84,1,2,2,5.0,18,4,13.0,3.0,3,4.0,1.0,1.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
37,3,3,3,87,3,3,4,2.0,12,1,12.0,3.0,3,5.0,3.0,1.0,3.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41,1,3,4,76,3,1,4,3.0,22,1,12.0,3.0,3,5.0,3.0,1.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
32,1,3,2,66,3,2,2,1.0,17,2,10.0,3.0,3,10.0,4.0,0.0,9.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,5,2,2,57,2,2,4,1.0,14,3,15.0,3.0,4,15.0,10.0,4.0,13.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,9,3,3,48,3,2,4,0.0,19,4,12.0,2.0,1,11.0,9.0,4.0,7.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
41,14,3,1,56,3,1,3,4.0,12,1,13.0,2.0,3,9.0,8.0,1.0,8.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
42,2,3,4,40,3,3,4,2.0,14,3,24.0,3.0,1,20.0,8.0,7.5,9.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
34,1,4,4,91,3,1,1,5.0,14,3,10.0,2.0,3,4.0,3.0,1.0,3.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
47,14,4,3,64,3,2,2,8.0,18,3,16.0,4.0,4,8.0,7.0,1.0,7.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,1,2,2,92,3,3,1,1.0,25,3,24.0,2.0,3,20.5,13.0,7.5,7.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
39,1,4,3,96,3,1,3,7.0,14,3,7.0,1.0,3,3.0,2.0,1.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,18,1,1,93,4,2,3,2.0,11,2,6.0,3.0,2,3.0,2.0,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
40,8,1,4,55,2,3,2,2.0,11,3,16.0,4.5,3,9.0,8.0,4.0,8.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,2,1,1,65,4,1,1,7.0,13,3,6.0,3.0,2,4.0,3.0,0.0,1.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
54,8,4,3,42,3,2,3,7.0,11,3,19.0,3.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
43,26,2,3,92,3,4,4,1.0,12,4,25.0,3.0,4,20.5,12.0,4.0,12.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
27,19,3,4,67,2,1,1,1.0,11,1,7.0,3.0,3,7.0,7.0,0.0,7.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,20,3,4,90,3,2,3,1.0,14,4,7.0,2.0,3,7.0,7.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
35,23,4,2,91,1,1,3,0.0,16,2,6.0,2.0,4,5.0,4.0,0.0,3.0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,10,3,2,83,3,1,2,1.0,14,2,1.0,3.0,3,1.0,0.0,1.0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
33,7,3,4,54,3,2,1,0.0,14,1,5.0,2.0,3,4.0,3.0,0.0,3.0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
36,10,3,4,90,3,3,1,7.0,13,4,15.0,1.0,3,12.0,8.0,5.0,7.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
33,8,4,4,90,4,1,1,6.0,19,2,14.0,1.0,3,10.0,8.0,7.0,6.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
49,1,3,3,36,3,1,1,2.0,16,2,7.0,2.0,3,4.0,2.0,0.0,2.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
34,21,4,4,74,4,2,4,1.0,12,4,10.0,3.0,3,10.0,7.0,5.0,7.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
34,10,4,3,42,4,2,4,1.0,13,1,9.0,3.0,3,9.0,7.0,7.0,2.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
26,25,1,3,61,3,1,3,1.0,23,4,8.0,3.0,3,8.0,7.0,5.0,7.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
37,21,3,2,65,4,1,1,1.0,12,1,8.0,3.0,2,8.0,7.0,1.0,7.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
53,3,4,3,45,3,4,3,3.0,16,4,21.0,4.5,2,5.0,3.0,1.0,3.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
47,3,3,4,49,3,4,3,8.5,12,4,28.0,2.0,2,20.5,2.0,7.5,13.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
36,4,4,1,37,2,2,4,1.0,16,3,10.0,2.0,2,10.0,4.0,1.0,8.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,1,4,3,62,1,1,4,1.0,12,4,4.0,4.5,3,4.0,3.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
45,1,1,3,74,2,3,3,3.0,23,4,25.0,3.0,2,20.5,14.5,7.5,4.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
34,2,4,3,86,2,1,1,1.0,11,3,6.0,3.0,3,6.0,5.0,1.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
41,7,2,4,42,3,2,3,6.0,14,2,8.0,4.5,3,2.0,2.0,2.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
44,20,3,4,49,3,1,2,1.0,13,3,6.0,3.0,2,5.0,2.0,1.0,3.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,5,3,1,51,3,2,3,1.0,19,3,6.0,3.0,3,5.0,2.0,0.0,2.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
45,7,3,1,83,3,1,3,4.0,19,3,7.0,2.0,2,3.0,2.0,0.0,2.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
35,11,2,3,79,2,3,1,2.0,13,3,10.0,3.0,3,4.0,0.0,2.0,3.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
28,1,3,1,92,3,1,3,3.0,15,4,5.0,3.0,4,3.0,2.0,1.0,2.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
26,1,3,3,95,3,1,1,0.0,13,4,8.0,4.5,2,7.0,7.0,7.0,6.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
32,2,4,4,95,3,1,2,1.0,12,1,1.0,2.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
34,2,4,4,62,2,1,3,3.0,12,3,14.0,3.0,3,7.0,3.0,5.0,7.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
34,22,4,3,86,2,2,4,1.0,15,2,16.0,3.0,3,15.0,10.0,6.0,11.0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
34,13,4,4,39,3,3,3,1.0,18,3,9.0,2.0,2,8.0,7.0,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
42,23,5,1,44,3,4,4,2.0,14,2,16.0,2.0,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,22,1,3,49,3,1,3,1.0,11,3,3.0,2.0,3,3.0,2.0,1.0,2.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
27,2,3,4,74,3,2,3,1.0,11,1,5.0,3.0,3,5.0,4.0,0.0,4.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
32,2,4,1,74,4,2,4,7.0,16,3,10.0,0.5,2,7.0,7.0,0.0,7.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
30,10,3,3,72,2,2,3,1.0,18,1,10.0,3.0,3,10.0,3.0,1.0,4.0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
28,1,3,3,55,1,2,4,0.0,11,1,10.0,4.5,3,9.0,8.0,7.0,5.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,8,2,2,96,3,2,3,3.0,11,4,10.0,2.0,3,5.0,1.0,4.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
38,1,4,1,59,2,2,4,4.0,22,3,12.0,2.0,4,8.0,3.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
30,9,2,3,72,3,2,3,7.0,18,3,10.0,3.0,3,8.0,4.0,1.0,7.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
35,2,2,2,90,3,2,4,2.0,14,3,15.0,4.5,3,7.0,7.0,1.0,7.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,4,1,2,99,3,2,3,3.0,19,1,5.0,3.0,3,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
43,2,2,4,72,4,1,3,1.0,12,4,6.0,3.0,2,5.0,3.0,1.0,4.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
45,9,4,2,65,2,2,3,1.0,13,4,15.0,2.0,3,15.0,10.0,4.0,12.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,28,3,4,53,4,4,4,3.0,18,3,23.0,2.0,3,12.0,11.0,7.5,11.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
37,19,2,1,32,3,3,2,1.0,13,4,10.0,2.0,3,10.0,0.0,0.0,9.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
50,17,5,4,50,2,3,1,5.0,15,3,19.0,3.0,3,14.0,11.0,1.0,11.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35,2,4,4,61,3,2,1,2.0,11,1,16.0,2.0,4,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
51,11,2,4,82,2,4,2,3.0,16,2,28.5,1.0,2,5.0,2.0,0.0,3.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
52,29,4,1,40,3,1,4,2.0,15,2,16.0,3.0,2,9.0,8.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,1,2,4,98,2,1,1,1.0,12,3,4.0,3.0,3,4.0,2.0,3.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,3,3,3,53,3,1,4,4.0,15,3,9.0,3.0,1,5.0,3.0,1.0,4.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
43,9,3,1,52,3,1,3,4.0,13,3,7.0,2.0,2,3.0,2.0,1.0,2.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37,9,3,2,53,3,1,4,1.0,12,3,4.0,3.0,2,4.0,2.0,1.0,2.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
41,10,2,3,40,1,2,2,1.0,13,1,19.0,4.0,3,19.0,2.0,7.5,9.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
29,19,3,3,77,2,2,3,1.0,14,3,10.0,3.0,3,10.0,7.0,0.0,4.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
33,2,2,1,39,3,1,1,7.0,20,1,13.0,3.0,4,9.0,7.0,1.0,7.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
28,1,3,1,45,2,1,2,1.0,15,1,1.0,2.0,3,1.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
46,8,4,4,74,2,2,1,8.0,23,1,19.0,2.0,3,16.0,13.0,1.0,7.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2
36,3,2,4,30,3,1,2,4.0,12,3,13.0,3.0,2,8.0,7.0,7.0,2.0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
27,9,3,4,99,3,1,2,1.0,16,4,7.0,2.0,2,7.0,7.0,0.0,3.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
31,11,4,4,48,3,1,4,3.0,19,2,8.0,2.0,3,6.0,4.0,0.0,2.0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
19,2,3,2,47,2,1,4,1.0,22,3,1.0,3.0,2,1.0,0.0,1.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
35,7,3,3,59,3,3,3,3.0,21,2,17.0,3.0,4,8.0,5.0,1.0,6.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
27,9,3,4,57,3,1,2,6.0,18,4,6.0,1.0,1,2.0,2.0,2.0,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,2,5,4,79,4,2,1,7.0,16,1,10.0,3.0,4,4.0,3.0,0.0,3.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
32,5,4,4,56,2,2,4,8.0,24,2,8.0,1.0,3,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36,8,3,1,77,2,1,1,0.0,21,3,6.0,3.0,3,5.0,4.0,0.0,3.0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
47,14,3,3,78,3,2,3,3.0,17,3,11.0,4.0,2,5.0,4.0,1.0,2.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
27,2,4,4,33,3,1,1,1.0,13,4,1.0,4.5,3,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
47,4,2,4,83,3,2,4,1.0,17,3,9.0,0.5,3,9.0,0.0,0.0,7.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
35,27,1,3,53,2,1,1,1.0,11,4,6.0,3.0,2,6.0,5.0,1.0,1.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
45,8,4,4,75,3,2,4,8.5,14,1,12.0,3.0,3,10.0,9.0,7.5,8.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,15,2,3,94,2,3,1,2.0,11,1,12.0,2.0,3,7.0,7.0,1.0,7.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
35,16,3,4,91,2,3,2,1.0,19,4,11.0,3.0,1,11.0,8.0,3.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
55,26,4,3,71,4,5,2,4.0,18,1,28.5,0.5,3,10.0,9.0,1.0,4.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
36,15,3,1,81,3,2,3,7.0,14,2,9.0,3.0,2,1.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
22,3,4,3,48,2,1,4,0.0,11,2,1.0,4.5,3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1
49,8,4,4,56,2,4,2,6.0,17,2,22.0,3.0,3,9.0,8.0,2.0,3.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
43,27,3,4,87,4,1,2,5.0,12,3,8.0,0.5,3,6.0,4.0,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
24,17,2,4,94,2,1,2,1.0,21,4,1.0,2.0,3,1.0,0.0,0.0,0.0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
41,4,3,3,60,1,2,2,6.0,19,2,10.0,4.0,3,3.0,2.0,1.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
58,5,3,3,37,2,3,2,2.0,13,4,24.0,3.0,3,6.0,0.0,0.0,4.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
42,8,3,4,81,3,1,3,4.0,13,4,8.0,3.0,3,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
30,7,1,4,57,3,1,2,0.0,14,1,4.0,3.0,3,3.0,2.0,1.0,2.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
36,11,4,2,100,2,2,4,4.0,13,1,8.0,2.0,2,6.0,3.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
